cliente_id,idade,tempo_assinatura_meses,plano_assinatura,valor_mensal,visualizacoes_mes,tempo_medio_sessao_min,contatos_suporte,avaliacao_conteudo,metodo_pagamento,dispositivo_principal,churn,previsao_churn,probabilidade
CLI00634,50.0,5.0,Premium,39.9,41,147,7.0,2.5,Débito,Desktop,0,Vai cancelar,0.9
CLI00635,48.0,11.0,basico,19.9,79,115,5.0,2.3,Credito,Tablet,0,Vai cancelar,0.6
CLI00636,54.0,55.0,Padrão,29.9,26,51,9.0,0.1,PIX,Tablet,1,Vai cancelar,0.6
CLI00637,29.0,5.0,basico,19.9,73,148,5.0,3.3,Débito,Desktop,1,Vai continuar,0.5
CLI00638,33.0,24.0,PREMIUM,39.9,35,179,0.0,1.0,,TV,1,Vai cancelar,0.6
CLI00639,33.0,35.0,Padrão,29.9,99,78,0.0,1.1,Débito,TV,0,Vai cancelar,0.6
CLI00640,33.0,52.0,basico,19.9,99,95,2.0,1.7,PIX,Tablet,0,Vai cancelar,0.6
CLI00641,27.0,3.0,basico,19.9,96,147,1.0,0.0,Boleto,tv,1,Vai cancelar,0.9
CLI00642,36.0,17.0,PREMIUM,39.9,25,47,5.0,2.8,PIX,tv,0,Vai cancelar,0.6
CLI00643,35.0,8.0,Padrão,29.9,4,43,2.0,2.2,,mobile,1,Vai cancelar,0.6
CLI00644,28.0,48.0,Básico,,34,152,0.0,2.7,,Desktop,0,Vai cancelar,0.6
CLI00645,27.0,29.0,Padrão,29.9,42,187,0.0,0.3,PIX,tv,0,Vai cancelar,0.6
CLI00646,43.0,17.0,PREMIUM,39.9,60,32,8.0,4.8,Débito,Mobile,0,Vai continuar,0.2
CLI00647,52.0,40.0,Básico,19.9,14,33,9.0,1.5,Boleto,TV,1,Vai cancelar,0.6
CLI00648,74.0,50.0,Básico,19.9,9,89,8.0,2.5,Credito,Desktop,1,Vai cancelar,0.6
CLI00649,47.0,29.0,basico,19.9,68,50,1.0,2.0,PIX,Tablet,0,Vai cancelar,0.6
CLI00650,54.0,51.0,PREMIUM,39.9,91,141,1.0,1.6,Cartão de Crédito,Mobile,0,Vai cancelar,0.6
CLI00651,21.0,27.0,Padrão,29.9,78,70,7.0,4.4,Credito,Mobile,0,Vai continuar,0.2
CLI00652,36.0,,Padrão,29.9,49,165,,1.8,PIX,Tablet,1,Vai cancelar,0.6
CLI00653,40.0,56.0,Básico,19.9,72,88,4.0,3.0,PIX,Tablet,0,Vai continuar,0.2
CLI00654,72.0,17.0,Premium,39.9,88,148,6.0,4.7,Credito,Mobile,1,Vai continuar,0.2
CLI00655,21.0,51.0,Premium,39.9,76,30,3.0,2.8,PIX,mobile,0,Vai cancelar,0.6
CLI00656,49.0,47.0,Básico,19.9,73,118,4.0,3.4,Boleto,TV,0,Vai continuar,0.2
CLI00657,69.0,59.0,basico,19.9,4,173,6.0,0.4,Débito,mobile,1,Vai cancelar,0.6
CLI00658,29.0,38.0,PREMIUM,39.9,17,85,8.0,2.1,,TV,1,Vai cancelar,0.6
CLI00659,75.0,44.0,Básico,19.9,33,54,9.0,0.5,Credito,Desktop,1,Vai cancelar,0.6
CLI00660,25.0,2.0,PREMIUM,39.9,85,53,8.0,4.7,Cartão de Crédito,Mobile,1,Vai continuar,0.5
CLI00661,21.0,8.0,Básico,19.9,95,18,6.0,4.3,Credito,Tablet,0,Vai continuar,0.2
CLI00662,77.0,29.0,Premium,39.9,89,120,3.0,4.7,PIX,tv,0,Vai continuar,0.2
CLI00663,23.0,23.0,Básico,19.9,98,187,3.0,3.1,,Mobile,0,Vai continuar,0.2
CLI00664,51.0,50.0,Premium,39.9,55,56,1.0,4.1,Débito,mobile,0,Vai continuar,0.2
CLI00665,24.0,38.0,Padrão,29.9,53,61,5.0,3.8,,Mobile,0,Vai continuar,0.2
CLI00666,58.0,36.0,Padrão,29.9,19,29,2.0,3.8,,TV,1,Vai continuar,0.2
CLI00667,45.0,4.0,Básico,19.9,83,73,8.0,0.8,PIX,Desktop,0,Vai cancelar,0.9
CLI00668,38.0,26.0,PREMIUM,39.9,17,26,4.0,2.6,Cartão de Crédito,mobile,0,Vai cancelar,0.6
CLI00669,61.0,11.0,Básico,19.9,97,117,1.0,4.7,Débito,Tablet,0,Vai continuar,0.2
CLI00670,37.0,46.0,Padrão,29.9,53,153,4.0,3.6,Credito,TV,1,Vai continuar,0.2
CLI00671,29.0,19.0,Padrão,29.9,11,88,4.0,2.4,,tv,1,Vai cancelar,0.6
CLI00672,21.0,15.0,Básico,19.9,37,172,5.0,1.8,,Tablet,1,Vai cancelar,0.6
CLI00673,64.0,60.0,PREMIUM,39.9,63,47,3.0,1.0,Débito,Mobile,0,Vai cancelar,0.6
CLI00674,51.0,36.0,basico,19.9,39,109,1.0,4.9,PIX,tv,0,Vai continuar,0.2
CLI00675,62.0,43.0,Básico,19.9,37,45,5.0,1.4,PIX,Mobile,0,Vai cancelar,0.6
CLI00676,51.0,30.0,Padrão,29.9,15,132,0.0,4.6,Credito,mobile,0,Vai continuar,0.2
CLI00677,21.0,19.0,Básico,19.9,33,116,8.0,2.7,Boleto,Desktop,0,Vai cancelar,0.6
CLI00678,68.0,59.0,Padrão,29.9,51,105,4.0,4.4,,TV,0,Vai continuar,0.2
CLI00679,24.0,44.0,Básico,19.9,38,102,8.0,3.8,Débito,mobile,0,Vai continuar,0.2
CLI00680,25.0,29.0,Padrão,29.9,98,115,4.0,2.0,Débito,Tablet,1,Vai cancelar,0.6
CLI00681,39.0,59.0,Padrão,29.9,66,26,2.0,4.5,,Tablet,0,Vai continuar,0.2
CLI00682,24.0,25.0,PREMIUM,39.9,88,170,2.0,3.5,Cartão de Crédito,mobile,0,Vai continuar,0.2
CLI00683,69.0,41.0,PREMIUM,39.9,32,63,4.0,0.7,Cartão de Crédito,Mobile,0,Vai cancelar,0.6
CLI00684,26.0,26.0,Premium,39.9,0,93,3.0,1.1,PIX,TV,1,Vai cancelar,0.6
CLI00685,32.0,7.0,Padrão,29.9,57,45,7.0,4.6,,TV,0,Vai continuar,0.2
CLI00686,73.0,17.0,Premium,39.9,8,44,7.0,0.6,Débito,Desktop,1,Vai cancelar,0.6
CLI00687,42.0,38.0,Premium,39.9,65,69,3.0,3.3,Boleto,mobile,0,Vai continuar,0.2
CLI00688,37.0,29.0,PREMIUM,39.9,31,151,2.0,2.8,Cartão de Crédito,Tablet,0,Vai cancelar,0.6
CLI00689,23.0,41.0,Padrão,29.9,37,146,9.0,0.8,Cartão de Crédito,Tablet,0,Vai cancelar,0.6
CLI00690,27.0,26.0,Padrão,29.9,66,110,4.0,4.6,PIX,tv,0,Vai continuar,0.2
CLI00691,76.0,13.0,Básico,19.9,35,67,9.0,1.4,PIX,mobile,1,Vai cancelar,0.6
CLI00692,32.0,26.0,Padrão,29.9,13,140,8.0,3.5,Débito,tv,1,Vai continuar,0.2
CLI00693,69.0,59.0,PREMIUM,39.9,61,179,8.0,1.5,Cartão de Crédito,Tablet,0,Vai cancelar,0.6
CLI00694,37.0,14.0,Básico,19.9,32,104,6.0,3.0,,Desktop,0,Vai continuar,0.2
CLI00695,32.0,51.0,PREMIUM,39.9,80,70,1.0,2.5,Credito,Tablet,0,Vai cancelar,0.6
CLI00696,32.0,24.0,Premium,39.9,20,116,7.0,4.5,PIX,TV,1,Vai continuar,0.2
CLI00697,19.0,60.0,PREMIUM,39.9,14,49,5.0,2.9,,Desktop,0,Vai cancelar,0.6
CLI00698,50.0,42.0,basico,19.9,58,77,6.0,2.8,Cartão de Crédito,Tablet,0,Vai cancelar,0.6
CLI00699,28.0,47.0,Básico,19.9,71,25,2.0,3.4,,Tablet,0,Vai continuar,0.2
CLI00700,23.0,43.0,Básico,19.9,44,177,6.0,0.6,Cartão de Crédito,TV,0,Vai cancelar,0.6
CLI00701,,43.0,Premium,39.9,14,73,1.0,1.9,Débito,mobile,0,Vai cancelar,0.6
CLI00702,30.0,46.0,Premium,39.9,87,185,2.0,1.4,,Mobile,1,Vai cancelar,0.6
CLI00703,39.0,49.0,basico,19.9,76,93,0.0,4.4,PIX,TV,0,Vai continuar,0.2
CLI00704,76.0,12.0,Premium,39.9,44,29,4.0,1.0,Débito,tv,1,Vai cancelar,0.6
CLI00705,30.0,14.0,PREMIUM,39.9,59,101,9.0,4.1,Débito,Desktop,0,Vai continuar,0.2
CLI00706,74.0,40.0,PREMIUM,39.9,53,22,3.0,4.2,,tv,0,Vai continuar,0.2
CLI00707,47.0,5.0,PREMIUM,39.9,12,159,1.0,4.6,PIX,Desktop,1,Vai continuar,0.5
CLI00708,42.0,33.0,PREMIUM,39.9,24,105,2.0,0.6,Débito,TV,0,Vai cancelar,0.6
CLI00709,30.0,5.0,Padrão,29.9,66,33,1.0,0.8,Débito,Desktop,1,Vai cancelar,0.9
CLI00710,58.0,53.0,Padrão,29.9,68,65,3.0,2.5,Credito,Mobile,0,Vai cancelar,0.6
CLI00711,29.0,6.0,PREMIUM,39.9,63,118,9.0,2.0,Débito,Desktop,0,Vai cancelar,0.6
CLI00712,36.0,,Padrão,29.9,93,143,4.0,3.3,PIX,mobile,0,Vai continuar,0.2
CLI00713,62.0,23.0,Premium,39.9,21,152,1.0,2.3,Credito,Mobile,0,Vai cancelar,0.6
CLI00714,18.0,36.0,basico,19.9,80,155,4.0,1.6,Credito,TV,1,Vai cancelar,0.6
CLI00715,28.0,35.0,basico,19.9,14,151,2.0,3.6,Cartão de Crédito,tv,0,Vai continuar,0.2
CLI00716,19.0,48.0,Premium,39.9,23,85,3.0,4.8,Credito,Mobile,0,Vai continuar,0.2
CLI00717,26.0,20.0,Básico,19.9,8,83,7.0,4.4,,Mobile,1,Vai continuar,0.2
CLI00718,67.0,54.0,basico,19.9,0,42,9.0,2.1,Cartão de Crédito,mobile,1,Vai cancelar,0.6
CLI00719,72.0,34.0,Básico,19.9,84,110,1.0,2.1,Credito,mobile,0,Vai cancelar,0.6
CLI00720,75.0,39.0,Básico,19.9,39,45,1.0,3.8,Boleto,Tablet,0,Vai continuar,0.2
CLI00721,69.0,7.0,basico,19.9,51,33,7.0,2.4,,Desktop,0,Vai cancelar,0.6
CLI00722,44.0,52.0,Padrão,29.9,43,100,7.0,0.6,PIX,TV,0,Vai cancelar,0.6
CLI00723,61.0,14.0,Premium,39.9,84,55,1.0,1.2,,Tablet,0,Vai cancelar,0.6
CLI00724,23.0,22.0,basico,19.9,56,111,0.0,0.2,Boleto,Tablet,0,Vai cancelar,0.6
CLI00725,71.0,30.0,Premium,39.9,89,156,5.0,2.0,Boleto,mobile,0,Vai cancelar,0.6
CLI00726,39.0,16.0,Premium,39.9,69,50,3.0,3.4,Boleto,Tablet,0,Vai continuar,0.2
CLI00727,60.0,5.0,Básico,19.9,58,61,4.0,2.9,Credito,mobile,1,Vai cancelar,0.9
CLI00728,62.0,16.0,PREMIUM,39.9,80,84,2.0,4.5,Boleto,tv,0,Vai continuar,0.2
CLI00729,37.0,47.0,basico,19.9,68,55,6.0,0.8,,TV,0,Vai cancelar,0.6
CLI00730,26.0,59.0,Padrão,29.9,71,49,2.0,2.8,Débito,TV,0,Vai cancelar,0.6
CLI00731,38.0,7.0,Básico,19.9,12,99,7.0,2.5,Credito,tv,0,Vai cancelar,0.6
CLI00732,71.0,52.0,basico,19.9,60,185,1.0,4.5,Boleto,Mobile,0,Vai continuar,0.2
CLI00733,24.0,45.0,Premium,39.9,80,12,9.0,2.3,Débito,Mobile,0,Vai cancelar,0.6
CLI00734,50.0,4.0,basico,19.9,71,72,2.0,4.7,Cartão de Crédito,Tablet,0,Vai continuar,0.5
CLI00735,20.0,6.0,Básico,19.9,60,25,2.0,3.8,Cartão de Crédito,mobile,0,Vai continuar,0.2
CLI00736,72.0,27.0,basico,19.9,6,183,7.0,4.7,,tv,0,Vai continuar,0.2
CLI00737,29.0,11.0,Premium,39.9,75,137,1.0,4.4,Boleto,tv,0,Vai continuar,0.2
CLI00738,55.0,27.0,Premium,39.9,39,112,6.0,0.9,Credito,Desktop,1,Vai cancelar,0.6
CLI00739,43.0,35.0,Padrão,29.9,60,60,0.0,2.8,Débito,Mobile,1,Vai cancelar,0.6
CLI00740,72.0,36.0,Básico,19.9,96,79,5.0,1.4,Boleto,Mobile,0,Vai cancelar,0.6
CLI00741,55.0,60.0,PREMIUM,39.9,87,123,6.0,2.8,Cartão de Crédito,mobile,0,Vai cancelar,0.6
CLI00742,27.0,45.0,Premium,39.9,92,45,0.0,3.5,Boleto,Desktop,0,Vai continuar,0.2
CLI00743,76.0,43.0,Básico,19.9,90,26,8.0,4.8,,Mobile,0,Vai continuar,0.2
CLI00744,55.0,20.0,Padrão,29.9,97,151,3.0,0.2,Boleto,TV,1,Vai cancelar,0.6
CLI00745,42.0,5.0,PREMIUM,39.9,97,164,8.0,1.8,Credito,Desktop,1,Vai cancelar,0.9
CLI00746,53.0,48.0,basico,19.9,50,188,8.0,3.6,Credito,tv,1,Vai continuar,0.2
CLI00747,41.0,8.0,Básico,19.9,4,62,6.0,3.3,Boleto,tv,0,Vai continuar,0.2
CLI00748,38.0,35.0,basico,19.9,36,72,2.0,2.7,,Tablet,0,Vai cancelar,0.6
CLI00749,67.0,3.0,Premium,39.9,0,134,1.0,4.7,Credito,mobile,1,Vai continuar,0.5
CLI00750,63.0,13.0,basico,19.9,53,64,4.0,0.4,PIX,TV,1,Vai cancelar,0.6
CLI00751,50.0,51.0,Padrão,29.9,18,84,9.0,3.8,Cartão de Crédito,Desktop,1,Vai continuar,0.2
CLI00752,50.0,6.0,Básico,19.9,85,138,2.0,0.1,PIX,mobile,0,Vai cancelar,0.6
CLI00753,35.0,31.0,Premium,39.9,39,91,8.0,2.5,Débito,Tablet,1,Vai cancelar,0.6
CLI00754,30.0,56.0,Básico,19.9,15,38,8.0,3.1,Débito,Desktop,0,Vai continuar,0.2
CLI00755,46.0,14.0,PREMIUM,39.9,32,184,2.0,4.8,Cartão de Crédito,mobile,0,Vai continuar,0.2
CLI00756,28.0,22.0,Padrão,29.9,54,70,7.0,0.9,Credito,TV,1,Vai cancelar,0.6
CLI00757,33.0,1.0,Premium,39.9,35,74,7.0,2.9,Boleto,Mobile,0,Vai cancelar,0.9
CLI00758,67.0,46.0,Padrão,29.9,85,60,3.0,3.9,Cartão de Crédito,Mobile,1,Vai continuar,0.2
CLI00759,53.0,23.0,Premium,39.9,52,107,8.0,0.1,PIX,mobile,0,Vai cancelar,0.6
CLI00760,67.0,17.0,PREMIUM,39.9,23,129,3.0,1.7,Cartão de Crédito,Tablet,0,Vai cancelar,0.6
CLI00761,59.0,7.0,PREMIUM,39.9,63,54,8.0,4.8,Débito,Desktop,1,Vai continuar,0.2
CLI00762,40.0,56.0,Premium,39.9,90,56,9.0,4.0,Cartão de Crédito,Desktop,0,Vai continuar,0.2
CLI00763,67.0,60.0,Premium,39.9,62,143,6.0,3.9,,TV,0,Vai continuar,0.2
CLI00764,42.0,25.0,basico,19.9,57,126,4.0,4.3,Cartão de Crédito,tv,0,Vai continuar,0.2
CLI00765,67.0,9.0,PREMIUM,39.9,36,106,1.0,3.2,Boleto,Tablet,0,Vai continuar,0.2
CLI00766,25.0,22.0,basico,19.9,24,90,7.0,2.8,Credito,mobile,0,Vai cancelar,0.6
CLI00767,27.0,36.0,basico,19.9,35,19,7.0,2.4,Débito,Desktop,1,Vai cancelar,0.6
CLI00768,42.0,54.0,Premium,39.9,6,20,9.0,2.2,,Desktop,1,Vai cancelar,0.6
CLI00769,47.0,50.0,PREMIUM,39.9,97,183,5.0,4.3,Credito,TV,1,Vai continuar,0.2
CLI00770,72.0,58.0,PREMIUM,39.9,72,62,6.0,4.1,PIX,Tablet,1,Vai continuar,0.2
CLI00771,54.0,14.0,Básico,19.9,65,16,9.0,4.6,Boleto,tv,0,Vai continuar,0.2
CLI00772,55.0,35.0,Básico,19.9,80,78,5.0,5.0,Boleto,Tablet,1,Vai continuar,0.2
CLI00773,31.0,55.0,Padrão,29.9,90,44,3.0,2.6,Credito,TV,0,Vai cancelar,0.6
CLI00774,45.0,13.0,basico,19.9,31,52,7.0,2.6,Cartão de Crédito,TV,1,Vai cancelar,0.6
CLI00775,75.0,7.0,basico,19.9,11,84,8.0,3.5,Boleto,Mobile,1,Vai continuar,0.2
CLI00776,65.0,49.0,PREMIUM,39.9,11,61,5.0,0.2,PIX,Mobile,1,Vai cancelar,0.6
CLI00777,32.0,,basico,19.9,15,91,7.0,1.9,PIX,TV,1,Vai cancelar,0.6
CLI00778,51.0,37.0,basico,19.9,80,113,9.0,4.0,Boleto,TV,0,Vai continuar,0.2
CLI00779,73.0,21.0,Básico,19.9,47,93,6.0,4.5,PIX,Tablet,1,Vai continuar,0.2
CLI00780,71.0,23.0,Premium,39.9,1,167,3.0,0.7,,Desktop,1,Vai cancelar,0.6
CLI00781,50.0,13.0,Premium,39.9,60,41,9.0,3.6,PIX,TV,1,Vai continuar,0.2
CLI00782,34.0,30.0,Básico,19.9,56,60,0.0,1.6,Débito,Tablet,1,Vai cancelar,0.6
CLI00783,18.0,15.0,Padrão,29.9,12,177,1.0,3.1,Débito,tv,0,Vai continuar,0.2
CLI00784,35.0,52.0,basico,19.9,12,27,7.0,1.5,Credito,Tablet,1,Vai cancelar,0.6
CLI00785,24.0,31.0,basico,19.9,95,157,3.0,1.9,Cartão de Crédito,tv,0,Vai cancelar,0.6
CLI00786,75.0,26.0,basico,19.9,54,172,4.0,4.6,Débito,mobile,1,Vai continuar,0.2
CLI00787,74.0,20.0,Básico,19.9,68,111,2.0,1.0,,mobile,0,Vai cancelar,0.6
CLI00788,19.0,57.0,Básico,19.9,82,15,6.0,1.2,Débito,Desktop,0,Vai cancelar,0.6
CLI00789,70.0,56.0,basico,19.9,21,165,7.0,1.0,Débito,Tablet,1,Vai cancelar,0.6
CLI00790,70.0,35.0,PREMIUM,39.9,22,146,6.0,0.2,PIX,TV,1,Vai cancelar,0.6
CLI00791,,39.0,Básico,19.9,12,40,7.0,4.8,PIX,tv,1,Vai continuar,0.2
CLI00792,33.0,7.0,Premium,39.9,68,187,9.0,4.4,Débito,Desktop,0,Vai continuar,0.2
CLI00793,59.0,25.0,Padrão,29.9,43,125,9.0,2.2,,TV,1,Vai cancelar,0.6
CLI00794,36.0,,basico,,12,79,5.0,1.5,Boleto,mobile,1,Vai cancelar,0.6
CLI00795,52.0,35.0,Básico,19.9,36,163,1.0,2.7,Débito,Mobile,0,Vai cancelar,0.6
CLI00796,75.0,1.0,Premium,39.9,76,34,2.0,3.5,Credito,TV,0,Vai continuar,0.5
CLI00797,40.0,26.0,Padrão,29.9,77,185,4.0,3.0,Débito,tv,0,Vai continuar,0.2
CLI00798,22.0,37.0,Padrão,29.9,31,74,2.0,3.7,,mobile,1,Vai continuar,0.2
CLI00799,56.0,28.0,Básico,19.9,94,185,0.0,4.8,Credito,Mobile,1,Vai continuar,0.2
CLI00800,71.0,60.0,basico,19.9,71,162,2.0,0.0,,Tablet,0,Vai cancelar,0.6
CLI00801,22.0,14.0,Padrão,29.9,87,16,8.0,3.6,Boleto,mobile,1,Vai continuar,0.2
CLI00802,72.0,20.0,PREMIUM,39.9,78,176,4.0,3.5,Cartão de Crédito,mobile,1,Vai continuar,0.2
CLI00803,74.0,8.0,Básico,19.9,87,24,4.0,4.6,Credito,tv,1,Vai continuar,0.2
CLI00804,73.0,49.0,basico,19.9,33,170,8.0,3.8,Credito,Desktop,0,Vai continuar,0.2
CLI00805,49.0,53.0,Premium,39.9,26,127,5.0,1.9,Débito,Desktop,1,Vai cancelar,0.6
CLI00806,39.0,9.0,basico,19.9,76,163,8.0,2.5,Cartão de Crédito,Tablet,0,Vai cancelar,0.6
CLI00807,34.0,36.0,Premium,39.9,11,39,3.0,0.3,Cartão de Crédito,tv,0,Vai cancelar,0.6
CLI00808,43.0,2.0,Padrão,29.9,76,36,4.0,4.1,PIX,Mobile,0,Vai continuar,0.5
CLI00809,50.0,27.0,Premium,39.9,10,67,7.0,1.5,,Mobile,1,Vai cancelar,0.6
CLI00810,76.0,43.0,Básico,19.9,52,141,7.0,0.7,,Tablet,0,Vai cancelar,0.6
CLI00811,67.0,14.0,Premium,39.9,20,112,3.0,5.0,Credito,tv,0,Vai continuar,0.2
CLI00812,68.0,41.0,Padrão,29.9,17,143,5.0,1.2,Credito,Desktop,1,Vai cancelar,0.6
CLI00813,40.0,8.0,basico,19.9,73,185,1.0,2.6,Débito,Desktop,0,Vai cancelar,0.6
CLI00814,46.0,57.0,Básico,19.9,24,48,9.0,3.1,Credito,Mobile,1,Vai continuar,0.2
CLI00815,35.0,44.0,PREMIUM,39.9,32,23,3.0,2.2,Débito,Tablet,1,Vai cancelar,0.6
CLI00816,77.0,19.0,Premium,39.9,66,75,6.0,2.3,Débito,Mobile,0,Vai cancelar,0.6
CLI00817,38.0,31.0,Premium,39.9,60,183,3.0,1.8,Débito,mobile,1,Vai cancelar,0.6
CLI00818,65.0,32.0,Padrão,29.9,74,183,5.0,1.6,Credito,Tablet,0,Vai cancelar,0.6
CLI00819,39.0,4.0,Premium,39.9,97,180,2.0,4.9,PIX,Desktop,0,Vai continuar,0.5
CLI00820,47.0,20.0,Premium,39.9,28,94,0.0,0.8,Débito,mobile,0,Vai cancelar,0.6
CLI00821,67.0,43.0,Premium,39.9,43,12,6.0,1.7,PIX,tv,0,Vai cancelar,0.6
CLI00822,25.0,17.0,PREMIUM,39.9,90,183,8.0,4.5,Credito,tv,1,Vai continuar,0.2
CLI00823,24.0,33.0,Padrão,29.9,56,77,7.0,1.7,Débito,Mobile,1,Vai cancelar,0.6
CLI00824,48.0,36.0,Premium,39.9,63,11,5.0,3.6,Débito,Desktop,1,Vai continuar,0.2
CLI00825,65.0,,PREMIUM,39.9,91,36,7.0,0.7,Débito,mobile,0,Vai cancelar,0.6
CLI00826,57.0,12.0,Padrão,29.9,76,115,3.0,2.7,PIX,TV,0,Vai cancelar,0.6
CLI00827,69.0,,Premium,39.9,0,113,8.0,3.7,Cartão de Crédito,mobile,0,Vai continuar,0.2
CLI00828,38.0,27.0,Padrão,29.9,79,167,3.0,1.9,Credito,TV,0,Vai cancelar,0.6
CLI00829,30.0,40.0,Básico,19.9,84,132,8.0,2.4,PIX,Mobile,0,Vai cancelar,0.6
CLI00830,54.0,15.0,PREMIUM,39.9,5,68,7.0,3.5,Débito,TV,0,Vai continuar,0.2
CLI00831,54.0,57.0,Básico,19.9,27,48,3.0,1.1,,tv,1,Vai cancelar,0.6
CLI00832,27.0,32.0,Premium,39.9,36,30,7.0,0.6,PIX,TV,1,Vai cancelar,0.6
CLI00833,62.0,46.0,basico,19.9,74,12,3.0,1.0,Cartão de Crédito,mobile,1,Vai cancelar,0.6
CLI00834,74.0,18.0,Básico,19.9,45,34,9.0,2.6,Credito,Mobile,0,Vai cancelar,0.6
CLI00835,42.0,17.0,Padrão,29.9,43,169,7.0,0.2,Credito,tv,1,Vai cancelar,0.6
CLI00836,44.0,57.0,Básico,19.9,75,166,2.0,4.7,PIX,TV,1,Vai continuar,0.2
CLI00837,73.0,57.0,basico,19.9,83,164,5.0,1.5,Credito,tv,0,Vai cancelar,0.6
CLI00838,36.0,11.0,Padrão,29.9,73,126,5.0,0.7,Débito,Tablet,0,Vai cancelar,0.6
CLI00839,37.0,18.0,Premium,39.9,65,134,4.0,1.2,Cartão de Crédito,Desktop,1,Vai cancelar,0.6
CLI00840,75.0,38.0,PREMIUM,39.9,66,130,7.0,3.1,,mobile,0,Vai continuar,0.2
CLI00841,72.0,17.0,PREMIUM,39.9,84,96,3.0,0.1,Débito,Desktop,0,Vai cancelar,0.6
CLI00842,65.0,59.0,PREMIUM,39.9,35,71,8.0,0.5,,Desktop,1,Vai cancelar,0.6
CLI00843,77.0,27.0,Básico,19.9,24,143,7.0,2.3,Boleto,mobile,0,Vai cancelar,0.6
CLI00844,34.0,34.0,Premium,39.9,55,83,0.0,1.6,PIX,Mobile,1,Vai cancelar,0.6
CLI00845,75.0,44.0,Premium,39.9,42,144,0.0,4.9,,tv,0,Vai continuar,0.2
CLI00846,30.0,54.0,PREMIUM,39.9,47,126,6.0,4.8,Credito,mobile,0,Vai continuar,0.2
CLI00847,24.0,23.0,Premium,39.9,30,69,6.0,4.2,Débito,tv,0,Vai continuar,0.2
CLI00848,29.0,49.0,Padrão,29.9,70,93,3.0,4.5,PIX,mobile,0,Vai continuar,0.2
CLI00849,26.0,26.0,Padrão,29.9,15,157,1.0,0.7,Credito,tv,1,Vai cancelar,0.6
CLI00850,65.0,17.0,Premium,39.9,12,34,3.0,3.5,PIX,Tablet,0,Vai continuar,0.2
CLI00851,45.0,24.0,Básico,19.9,36,150,3.0,1.7,Boleto,Mobile,0,Vai cancelar,0.6
CLI00852,73.0,5.0,Básico,19.9,47,69,4.0,2.7,,Desktop,1,Vai cancelar,0.9
CLI00853,69.0,47.0,Básico,19.9,5,160,1.0,4.4,Cartão de Crédito,tv,1,Vai continuar,0.2
CLI00854,55.0,26.0,Premium,39.9,59,75,4.0,2.4,,mobile,1,Vai cancelar,0.6
CLI00855,62.0,7.0,Básico,19.9,82,107,4.0,1.6,,mobile,0,Vai cancelar,0.6
CLI00856,23.0,47.0,basico,19.9,34,141,0.0,4.9,PIX,Mobile,1,Vai continuar,0.2
CLI00857,19.0,32.0,Premium,39.9,89,101,1.0,3.7,Débito,TV,0,Vai continuar,0.2
CLI00858,31.0,39.0,Padrão,29.9,35,185,5.0,0.8,PIX,Mobile,0,Vai cancelar,0.6
CLI00859,24.0,11.0,Padrão,29.9,88,178,8.0,4.2,Credito,tv,1,Vai continuar,0.2
CLI00860,36.0,21.0,Padrão,29.9,93,95,8.0,1.9,Boleto,mobile,1,Vai cancelar,0.6
CLI00861,18.0,12.0,Padrão,29.9,6,107,5.0,0.4,Credito,TV,1,Vai cancelar,0.6
CLI00862,63.0,25.0,basico,19.9,88,123,9.0,1.7,PIX,mobile,0,Vai cancelar,0.6
CLI00863,51.0,25.0,Básico,19.9,23,184,7.0,2.9,Cartão de Crédito,Desktop,0,Vai cancelar,0.6
CLI00864,52.0,31.0,basico,19.9,33,127,0.0,4.2,,Tablet,0,Vai continuar,0.2
CLI00865,26.0,17.0,PREMIUM,39.9,55,45,4.0,3.2,Cartão de Crédito,Mobile,0,Vai continuar,0.2
CLI00866,37.0,27.0,Padrão,29.9,10,50,3.0,0.8,Credito,tv,1,Vai cancelar,0.6
CLI00867,34.0,44.0,Premium,39.9,62,80,5.0,2.6,Credito,Desktop,0,Vai cancelar,0.6
CLI00868,76.0,21.0,Padrão,29.9,56,53,9.0,1.1,PIX,Tablet,1,Vai cancelar,0.6
CLI00869,54.0,47.0,PREMIUM,39.9,7,103,4.0,4.7,Credito,Tablet,1,Vai continuar,0.2
CLI00870,74.0,37.0,basico,19.9,63,27,5.0,2.0,PIX,tv,1,Vai cancelar,0.6
CLI00871,29.0,3.0,PREMIUM,39.9,95,171,4.0,2.0,Débito,Tablet,1,Vai cancelar,0.9
CLI00872,38.0,47.0,Padrão,29.9,19,22,1.0,3.2,Boleto,Desktop,0,Vai continuar,0.2
CLI00873,37.0,43.0,PREMIUM,39.9,98,154,4.0,1.4,Credito,TV,1,Vai cancelar,0.6
CLI00874,47.0,38.0,Premium,39.9,88,152,2.0,4.4,Boleto,Desktop,0,Vai continuar,0.2
CLI00875,28.0,51.0,PREMIUM,39.9,52,150,9.0,3.2,,tv,1,Vai continuar,0.2
CLI00876,68.0,11.0,basico,19.9,99,122,4.0,3.0,Credito,Mobile,0,Vai continuar,0.2
CLI00877,63.0,53.0,basico,19.9,26,104,5.0,0.9,Credito,Mobile,1,Vai cancelar,0.6
CLI00878,26.0,3.0,Básico,19.9,63,94,2.0,4.6,Credito,TV,0,Vai continuar,0.5
